ID	µØÍ¼±àºÅ »»ËãºóX×ø±ê  »»ËãºóY×ø±ê  »»ËãºóZ×ø±ê
12319	a31	79.84	53.14	456.78
12319	a31	79.94	53.14	445.8
12319	a31	91.46	53.14	445.9
12319	a31	91.36	53.14	456.88
12319	a31	91.36	53.14	467.95
12319	a31	91.26	53.14	478.92
12319	a31	102.9	53.14	446.2
12319	a31	102.8	53.14	457.18
12319	a31	102.8	53.14	468.25
12319	a31	102.7	53.14	479.22
14652	a31	467.14	31.68	101.46
14652	a31	467.14	31.68	126.05
14651	a31	423.78	31.68	89.99
14651	a31	423.68	31.68	125.35
14771	a31	445.25	34.16	162.15
14779	a31	445.15	34.16	163.25
14652	a31	467.04	31.68	136.71
14661	a31	467.04	31.68	136.71
14651	a31	423.58	31.68	136.81
14660	a31	423.58	31.68	136.81
14653	a31	452.2	31.68	152.87
14653	a31	437.97	31.68	152.77
14662	a31	437.97	31.68	152.77
15491	a31	38.23	52.82	192.66
14780	a31	72.13	52.97	199.63
15491	a31	41.3	52.82	192.56
14772	a31	72.03	52.97	199.53
14781	a31	89.35	53.26	476.44
14773	a31	89.25	53.26	476.34
14778	a31	-79.55	48.49	85.68
14770	a31	-79.55	48.49	85.68
15481	a31	378.76	40.33	117.24
15481	a31	378.76	40.33	117.24
15481	a31	378.66	40.33	117.14
14776	a31	353.11	40.33	78.35
14767	a31	353.11	40.33	78.35
14761	a31	353.11	40.33	78.35
14726	a31	353.01	40.33	78.25
14723	a31	353.01	40.33	78.25
14720	a31	352.91	40.33	78.15
14775	a31	259.11	40.27	48.07
14766	a31	259.11	40.27	48.07
14760	a31	259.11	40.27	48.29
14725	a31	259.11	40.27	48.07
14722	a31	259.11	40.27	48.07
14719	a31	259.01	40.27	47.97
14774	a31	322.9	38.76	446.46
14765	a31	322.9	38.76	446.46
14759	a31	322.9	38.76	446.46
14724	a31	322.8	38.76	446.36
14721	a31	322.8	38.76	446.36
14718	a31	322.7	38.76	446.26
15614	a31	-490.53	130.39	446.8
15496	a31	-490.58	130.39	453.65
15495	a31	-490.68	130.39	460.31
15494	a31	-490.78	130.39	467.43
15635	a31	-206.48	84.6	-309.03
15634	a31	-207.09	84.6	-309.03
15618	a31	-199.23	84.6	-306.24
15617	a31	-191.8	84.6	-306.24
15486	a31	-11.06	27.83	-275.56
15485	a31	44.07	27.83	-225.66
15484	a31	-14.8	27.83	-219.42
14758	a31	9.24	27.83	-201.16
15572	a31	17.19	88.59	-259.27
15571	a31	2.99	88.59	-258.44
15570	a31	-4	88.59	-246.75
15569	a31	3.44	88.59	-235.42
15568	a31	23.93	88.59	-246.9
15567	a31	17.05	88.59	-235.25
14757	a31	10	88.59	-246.06
15480	a31	17.27	88.59	-258.61
15479	a31	2.97	88.59	-258.67
15478	a31	-3.74	88.59	-246.73
15477	a31	2.92	88.59	-234.38
15476	a31	23.48	88.59	-247.02
15475	a31	17.84	88.59	-235.64
14751	a31	10.16	88.59	-246.58
14756	a31	-196.22	84.32	-404.11
15566	a31	-226.53	84.87	-345.19
15566	a31	-226.78	84.87	-405.73
15566	a31	-226.88	84.87	-374.69
15566	a31	-166.71	84.87	-403.53
15566	a31	-166.81	84.87	-372.16
15566	a31	-166.91	84.87	-344.31
15473	a31	-196.29	84.32	-358.75
15565	a31	-226.9	84.87	-345.8
15565	a31	-227	84.87	-374.01
15565	a31	-227.1	84.87	-405.84
15565	a31	-168.23	84.87	-403.28
15565	a31	-166.46	84.87	-375.21
15565	a31	-166.56	84.87	-344.32
14750	a31	-196.43	84.32	-405.63
15473	a31	-196.18	84.32	-358.55
15473	a31	-196.62	84.32	-359.18
15631	a31	195.25	259.03	-197.5
15559	a31	201.42	259.03	-202.84
15559	a31	201.32	259.03	-202.94
15559	a31	201.22	259.03	-203.04
15559	a31	201.32	259.03	-202.66
15559	a31	201.22	259.03	-202.76
15559	a31	201.12	259.03	-202.86
15630	a31	201.02	259.03	-202.96
15559	a31	201.32	259.03	-191.76
15559	a31	201.22	259.03	-191.86
15559	a31	201.12	259.03	-191.96
15629	a31	201.02	259.03	-192.06
15559	a31	201.02	259.03	-197.48
15628	a31	196.27	259.03	-197.48
15624	a31	196.9	259.03	-197.92
15553	a31	201.52	259.03	-203.21
15553	a31	201.42	259.03	-203.31
15553	a31	201.32	259.03	-203.41
15553	a31	201.42	259.03	-202.9
15553	a31	201.32	259.03	-203
15553	a31	201.22	259.03	-203.1
15627	a31	201.12	259.03	-203.2
15553	a31	201.32	259.03	-191.35
15553	a31	201.22	259.03	-191.45
15553	a31	201.12	259.03	-191.55
15626	a31	201.02	259.03	-191.65
15553	a31	201.02	259.03	-197.52
15467	a31	201.26	259.03	-202.93
15467	a31	201.16	259.03	-203.03
15467	a31	201.06	259.03	-203.13
15467	a31	201.22	259.03	-202.47
15467	a31	201.12	259.03	-202.57
15467	a31	201.02	259.03	-202.67
15623	a31	200.92	259.03	-202.77
15467	a31	201.22	259.03	-192.91
15467	a31	201.12	259.03	-193.01
15467	a31	201.02	259.03	-193.11
15622	a31	200.92	259.03	-193.21
15467	a31	200.92	259.03	-197.56
15550	a31	-291.05	96.32	362.4
15550	a31	-290.7	96.32	335.1
15550	a31	-319.18	96.32	332
15550	a31	-319.28	96.32	365.45
15552	a31	-310.31	99.86	355.38
15466	a31	-293.14	96.32	365.08
15466	a31	-291.87	96.32	333.94
15466	a31	-319.92	96.32	333.05
15466	a31	-317.26	96.32	368.5
15551	a31	-310.61	99.86	354.01
15465	a31	-310.02	129.79	426.82
15465	a31	-298.51	129.79	426.08
15465	a31	-298.73	129.79	436.22
15465	a31	-310.08	129.79	436.3
15465	a31	-310.06	129.79	444.62
15465	a31	-298.87	129.79	444.52
15465	a31	-286.84	129.79	455.28
15465	a31	-298.25	129.79	455.28
15465	a31	-309.54	129.79	455.42
15465	a31	-320.88	129.79	455.62
15465	a31	-331.59	129.79	455.34
15465	a31	-331.57	129.79	463.6
15465	a31	-320.95	129.79	464.05
15465	a31	-309.74	129.79	463.88
15465	a31	-298.26	129.79	463.72
15465	a31	-287.04	129.79	463.62
15465	a31	-287.02	129.79	475.18
15465	a31	-298.44	129.79	475.02
15465	a31	-309.67	129.79	475.23
15465	a31	-321.08	129.79	475.3
15465	a31	-331.72	129.79	475.2
15465	a31	-332	129.79	487.01
15465	a31	-321.3	129.79	487.15
15465	a31	-309.87	129.79	487.05
15465	a31	-298.44	129.79	486.84
15465	a31	-287.04	129.79	486.91
15465	a31	-309.98	129.79	425.98
15465	a31	-298.67	129.79	425.44
15465	a31	-298.61	129.79	436.18
15465	a31	-310.03	129.79	436.24
15465	a31	-310.05	129.79	444.73
15465	a31	-298.75	129.79	444.46
15465	a31	-287.05	129.79	455.19
15465	a31	-298.23	129.79	455.41
15465	a31	-309.8	129.79	455.64
15465	a31	-320.97	129.79	455.7
15465	a31	-331.59	129.79	455.44
15465	a31	-331.53	129.79	463.76
15465	a31	-320.98	129.79	463.82
15465	a31	-309.76	129.79	463.88
15465	a31	-298.32	129.79	463.62
15465	a31	-287.06	129.79	463.52
15465	a31	-287.16	129.79	475.06
15465	a31	-298.49	129.79	475.12
15465	a31	-309.82	129.79	475.26
15465	a31	-321.18	129.79	475.32
15465	a31	-331.65	129.79	475.06
15465	a31	-331.83	129.79	486.99
15465	a31	-321.16	129.79	487.05
15465	a31	-309.81	129.79	486.95
15465	a31	-298.58	129.79	486.85
15465	a31	-287.19	129.79	486.91
15465	a31	-310.06	129.79	425.52
15465	a31	-298.7	129.79	425.54
15465	a31	-298.8	129.79	436.09
15465	a31	-310.15	129.79	436.29
15465	a31	-310.19	129.79	444.5
15465	a31	-298.89	129.79	444.46
15465	a31	-286.92	129.79	455.13
15465	a31	-298.31	129.79	455.33
15465	a31	-309.85	129.79	455.47
15465	a31	-320.97	129.79	455.55
15465	a31	-331.78	129.79	455.33
15465	a31	-331.82	129.79	463.78
15465	a31	-321.01	129.79	463.74
15465	a31	-309.68	129.79	463.58
15465	a31	-298.41	129.79	463.48
15465	a31	-287.13	129.79	463.5
15465	a31	-287.03	129.79	474.83
15465	a31	-299.01	129.79	474.97
15465	a31	-309.62	129.79	475.11
15465	a31	-320.95	129.79	475.18
15465	a31	-331.73	129.79	475.08
15465	a31	-331.99	129.79	487.25
15465	a31	-321.25	129.79	487.15
15465	a31	-310.15	129.79	487.05
15465	a31	-298.48	129.79	486.96
15465	a31	-287.18	129.79	486.81
12319	a31	-309.93	129.79	426.94
12319	a31	-309.93	129.79	426.13
12319	a31	-310.03	129.79	436.34
12319	a31	-310.03	129.79	436.34
12319	a31	-310.25	129.79	444.68
12319	a31	-310.13	129.79	444.68
12319	a31	-298.58	129.79	426.09
12319	a31	-298.58	129.79	425.5
12319	a31	-298.68	129.79	436.08
12319	a31	-298.68	129.79	436.15
12319	a31	-298.78	129.79	444.49
12319	a31	-298.78	129.79	444.49
12319	a31	-331.57	129.79	455.37
12319	a31	-331.57	129.79	455.37
12319	a31	-331.67	129.79	463.71
12319	a31	-331.67	129.79	463.71
12319	a31	-331.77	129.79	475.14
12319	a31	-331.77	129.79	475.14
12319	a31	-331.87	129.79	486.96
12319	a31	-331.87	129.79	486.96
12319	a31	-320.82	129.79	455.62
12319	a31	-320.82	129.79	455.62
12319	a31	-320.92	129.79	463.96
12319	a31	-320.85	129.79	463.96
12319	a31	-321.02	129.79	475.4
12319	a31	-321.02	129.79	475.4
12319	a31	-321.12	129.79	487.21
12319	a31	-321.12	129.79	487.21
12319	a31	-309.53	129.79	455.52
12319	a31	-309.6	129.79	455.52
12319	a31	-309.63	129.79	463.86
12319	a31	-309.63	129.79	463.86
12319	a31	-309.73	129.79	475.3
12319	a31	-309.73	129.79	475.22
12319	a31	-309.83	129.79	487.11
12319	a31	-309.83	129.79	487.11
12319	a31	-298.52	129.79	486.91
12319	a31	-298.48	129.79	486.91
12319	a31	-298.38	129.79	475.1
12319	a31	-298.38	129.79	475.1
12319	a31	-298.34	129.79	463.67
12319	a31	-298.28	129.79	463.67
12319	a31	-298.18	129.79	455.33
12319	a31	-298.18	129.79	455.33
12319	a31	-286.88	129.79	455.23
12319	a31	-286.95	129.79	455.23
12319	a31	-286.98	129.79	463.49
12319	a31	-286.98	129.79	463.57
12319	a31	-287.08	129.79	475
12319	a31	-286.97	129.79	475
12319	a31	-287.3	129.79	486.81
12319	a31	-287.18	129.79	486.7
12319	a31	-310.03	129.79	425.6
12319	a31	-298.68	129.79	425.4
12319	a31	-310.13	129.79	436.24
12319	a31	-310.23	129.79	444.58
12319	a31	-298.78	129.79	436.05
12319	a31	-298.88	129.79	444.39
12319	a31	-331.67	129.79	455.27
12319	a31	-331.77	129.79	463.61
12319	a31	-331.87	129.79	475.04
12319	a31	-331.97	129.79	486.86
12319	a31	-320.92	129.79	455.52
12319	a31	-321.02	129.79	463.86
12319	a31	-321.12	129.79	475.3
12319	a31	-321.22	129.79	487.11
12319	a31	-309.63	129.79	455.42
12319	a31	-309.73	129.79	463.76
12319	a31	-309.83	129.79	475.2
12319	a31	-309.93	129.79	487.01
12319	a31	-298.28	129.79	455.23
12319	a31	-298.38	129.79	463.57
12319	a31	-298.48	129.79	475
12319	a31	-298.58	129.79	486.81
12319	a31	-286.98	129.79	455.13
12319	a31	-287.08	129.79	463.47
12319	a31	-287.18	129.79	474.9
12319	a31	-287.28	129.79	486.72
15549	a31	-338.95	91.51	-197.43
15548	a31	-305.79	81.54	-6.54
15547	a31	-340.4	91.51	-197.95
15546	a31	-306.28	128.71	281.37
14755	a31	126.56	92.89	-252.96
14749	a31	126.56	92.89	-252.96
14754	a31	8.53	89.47	-380.07
14748	a31	8.53	89.47	-382.4
14753	a31	200.98	259.03	-197.58
14747	a31	200.92	259.03	-197.66
14742	a31	200.82	259.03	-197.68
14752	a31	-23.56	92.47	-300.9
14746	a31	-23.56	92.47	-300.9
14741	a31	-23.56	92.47	-300.9
14717	a31	200.11	259.03	-198.19
14714	a31	200.07	259.03	-198.19
14711	a31	200.02	259.03	-198.29
14716	a31	351.88	259.03	-199.02
14713	a31	351.88	259.03	-198.96
14710	a31	351.78	259.03	-199.01
14715	a31	-23.66	92.47	-301
14709	a31	-23.66	92.47	-301
14712	a31	-23.76	92.47	-301.1
14740	a31	-304.92	99.86	349.35
14735	a31	-305.02	99.86	349.25
14739	a31	-306.65	129.79	483.59
14734	a31	-306.65	129.79	483.59
14738	a31	-481.03	100.78	167.92
14733	a31	-481.03	100.78	167.92
14737	a31	-246.29	73.89	-105.49
14732	a31	-246.29	73.89	-109.36
14708	a31	-246.29	73.89	-107.15
14706	a31	-246.29	73.89	-107.15
14704	a31	-244.43	73.89	-107.25
14736	a31	-399.2	55.83	-276.81
14731	a31	-399.3	55.83	-276.91
14727	a31	-399.4	55.83	-277.01
14707	a31	-399.5	55.83	-277.11
14705	a31	-399.6	55.83	-277.21
14703	a31	-397.66	55.83	-277.54
14617	a31	-61.89	92.89	-132.26
14616	a31	-45.22	92.89	-130.22
14617	a31	-9.31	92.89	-104.44
14616	a31	-23.64	92.89	-75.78
14617	a31	35.68	92.89	-48.82
14616	a31	40.87	92.89	-73.45
14616	a31	61.12	92.89	-72.3
14615	a31	72.74	92.89	-124.71
14615	a31	75.99	92.89	-137.26
14609	a31	-61.99	92.89	-132.36
14608	a31	-45.32	92.89	-130.32
14609	a31	-9.41	92.89	-104.54
14608	a31	-23.74	92.89	-75.88
14609	a31	35.58	92.89	-48.92
14608	a31	40.77	92.89	-73.55
14608	a31	61.02	92.89	-72.4
14607	a31	72.64	92.89	-124.81
14607	a31	75.89	92.89	-137.36
14601	a31	-9.51	92.89	-104.64
14601	a31	-62.09	92.89	-132.46
14600	a31	-45.42	92.89	-130.42
14600	a31	-23.84	92.89	-75.98
14601	a31	35.48	92.89	-49.02
12319	a31	-8.78	92.89	-47.57
15669	a31	-8.88	92.89	-47.67
12319	a31	24.3	92.89	-47.77
15669	a31	24.2	92.89	-47.87
14600	a31	40.67	92.89	-73.65
14600	a31	60.92	92.89	-72.5
14599	a31	75.79	92.89	-137.46
14599	a31	72.54	92.89	-124.91
12319	a31	136.25	92.89	-297.56
15669	a31	136.15	92.89	-297.66
12319	a31	126.8	92.89	-320.45
15669	a31	126.7	92.89	-320.55
12319	a31	88.82	92.89	-320.55
15669	a31	88.72	92.89	-320.65
14611	a31	-57.59	92.89	-397.54
14611	a31	-69.09	92.89	-408.62
14603	a31	-57.7	92.89	-397.14
14603	a31	-69.21	92.89	-409.12
14595	a31	-57.56	92.89	-397.74
14595	a31	-68.8	92.89	-409.27
14611	a31	-69.6	92.89	-381.99
14603	a31	-69.6	92.89	-381.99
14595	a31	-69.6	92.89	-381.99
14587	a31	-69.6	92.89	-381.99
14579	a31	-69.6	92.89	-381.99
14611	a31	-44.98	92.89	-440.73
14603	a31	-44.98	92.89	-440.73
14595	a31	-44.98	92.89	-440.73
14587	a31	-44.98	92.89	-440.73
14579	a31	-44.98	92.89	-440.73
14571	a31	-45.08	92.89	-440.83
14571	a31	-69.7	92.89	-382.09
15133	a31	168.58	39.24	276.49
15134	a31	168.48	39.24	276.12
15128	a31	258.83	39.79	151.83
15126	a31	257.99	39.79	152.8
15127	a31	258.46	39.79	152.69
15112	a31	-52.8	92.91	-347.51
15113	a31	-52.66	92.91	-347.61
15098	a31	42.22	90.45	-480.6
15095	a31	43.21	90.45	-481.67
15095	a31	39.1	90.45	-481.1
15095	a31	41.54	90.45	-483.22
15095	a31	43.11	90.45	-481.77
15095	a31	39	90.45	-481.2
15095	a31	41.44	90.45	-483.32
15094	a31	41.08	90.45	-480.92
15093	a31	41.12	90.45	-481.49
15107	a31	364.71	261.01	-148.73
15106	a31	364.71	261.01	-150.76
15105	a31	364.61	261.01	-147.88
15088	a31	-296.65	81.54	-3.15
15085	a31	-480	91.55	-409.44
15084	a31	-480	91.55	-409.48
15083	a31	-439.92	93.5	-97.95
15076	a31	-482.25	91.55	-409.39
15075	a31	-482.25	91.55	-409.27
15074	a31	-482.25	91.55	-409.2
15067	a31	-484.21	91.55	-409.29
15062	a31	-484.21	91.55	-409.3
15056	a31	-484.21	91.55	-409.24
15218	a31	-300.88	116.31	176.99
15218	a31	-311.47	129.53	265.96
15218	a31	-292.32	114.33	160.17
15218	a31	-237.15	104.7	171.49
15218	a31	-365.52	91.25	205.82
14651	a31	164.42	32.44	93.15
14660	a31	164.32	32.44	93.25
14669	a31	164.24	32.44	93.35
14663	a31	464.28	39.21	299.18
14671	a31	452.1	31.68	152.77
14671	a31	437.87	31.68	152.67
14669	a31	466.94	31.68	136.61
14669	a31	467.04	31.68	126.53
14670	a31	423.48	31.68	136.71
14670	a31	423.58	31.68	126.63
14669	a31	466.89	31.68	101.1
14670	a31	423.62	31.68	90.97
14667	a31	377.86	40.26	84.39
14667	a31	361.14	40.26	128.37
14667	a31	347.51	40.26	120.27
14667	a31	315.67	40.26	126.39
14667	a31	290	40.26	105.72
14667	a31	279.55	40.26	105.82
14666	a31	241.37	40.26	129.6
14666	a31	231.13	40.26	129.7
14667	a31	206.53	40.26	110.63
14667	a31	145.94	32.44	83.76
14667	a31	145.84	32.44	100.4
14668	a31	69.77	43.79	71.55
14668	a31	58.61	43.79	71.45
14669	a31	64.25	43.79	79.77
14670	a31	-10.82	55.94	79.68
14668	a31	-4.18	55.94	71.5
14668	a31	-17.18	55.94	71.4
14670	a31	-77.46	48.77	53.55
14669	a31	-73.93	48.77	121.48
14671	a31	-69.49	48.85	180.49
14671	a31	-65.19	48.85	221.99
14668	a31	47.82	52.89	168.97
14669	a31	49.77	52.89	179.04
14668	a31	39.52	52.89	175.95
14668	a31	92.42	52.89	234.79
14668	a31	100.72	52.89	227.81
14670	a31	92.38	52.89	226.18
14671	a31	55.32	39.19	282.11
14671	a31	133.9	39.19	267.87
14662	a31	140.27	53.37	346.2
14663	a31	177.92	52.96	436.9
14663	a31	189.86	52.96	436.8
14663	a31	228.51	38.8	405.47
14663	a31	240.82	38.8	405.54
14666	a31	247.41	38.8	444.89
14666	a31	259.43	38.8	444.9
14663	a31	306.55	38.61	424.71
14663	a31	314.64	38.61	415.47
14666	a31	305.53	38.61	462.97
14666	a31	311.4	38.61	471.13
14665	a31	365.55	25.61	484.49
14665	a31	367.16	25.61	479.33
14665	a31	371.04	25.61	485.18
14665	a31	370.4	25.61	477.13
14665	a31	374.28	25.61	482.98
14665	a31	400.03	25.61	484.88
14665	a31	404.1	25.61	488.2
14665	a31	409.52	25.61	487.16
14665	a31	410.6	25.61	482.12
14665	a31	406.53	25.61	478.81
14666	a31	401.75	25.6	452.08
14666	a31	400.77	25.6	436.4
14666	a31	381.89	25.6	429.04
14663	a31	380.84	25.6	418.83
14666	a31	476.71	52.99	338.92
14663	a31	460.3	52.99	349.52
14663	a31	439.53	52.99	349.42
14663	a31	460.2	52.99	325.35
14663	a31	439.43	52.99	325.25
14666	a31	426.4	52.99	340.8
14664	a31	388.91	52.97	331.46
14663	a31	373.3	52.97	337.06
15659	a31	366.56	52.97	326.49
14663	a31	372.49	52.97	317.18
14663	a31	375.36	39.21	269.1
14663	a31	397.62	39.21	299.18
14663	a31	423.23	39.21	244.84
14663	a31	416.84	39.21	288.96
14663	a31	428.61	39.21	259.64
14663	a31	468.84	39.21	270.52
14662	a31	452	31.68	152.67
14641	a31	452	31.68	152.67
14641	a31	437.77	31.68	152.57
14632	a31	452	31.68	152.67
14632	a31	437.77	31.68	152.57
14623	a31	451.9	31.68	152.57
14623	a31	437.67	31.68	152.47
14661	a31	466.94	31.68	126.43
14660	a31	423.48	31.68	126.53
14661	a31	466.79	31.68	101
14660	a31	423.52	31.68	90.87
14658	a31	377.76	40.26	84.29
14658	a31	361.04	40.26	128.27
14658	a31	347.41	40.26	120.17
14658	a31	315.57	40.26	126.29
14658	a31	289.9	40.26	105.62
14658	a31	279.45	40.26	105.72
14657	a31	241.27	40.26	129.5
14657	a31	231.03	40.26	129.6
14658	a31	206.43	40.26	110.53
14658	a31	145.74	32.44	100.3
14658	a31	145.84	32.44	83.66
14659	a31	58.51	43.79	71.35
14659	a31	69.67	43.79	71.45
14660	a31	64.15	43.79	79.67
14659	a31	-4.28	55.94	71.4
14661	a31	-10.92	55.94	79.58
14659	a31	-17.28	55.94	71.3
14661	a31	-77.56	48.77	53.45
14660	a31	-74.03	48.77	121.38
14662	a31	-69.59	48.85	180.39
14662	a31	-65.29	48.85	221.89
14659	a31	39.42	52.89	175.85
14659	a31	47.72	52.89	168.87
14660	a31	49.67	52.89	178.94
14659	a31	100.62	52.89	227.71
14661	a31	92.28	52.89	226.08
14659	a31	92.32	52.89	234.69
14662	a31	133.8	39.19	267.77
14662	a31	55.22	39.19	282.01
14662	a31	140.17	53.37	346.1
14654	a31	177.82	52.96	436.8
14654	a31	189.76	52.96	436.7
14654	a31	228.41	38.8	405.37
14654	a31	240.72	38.8	405.44
14657	a31	247.31	38.8	444.79
14657	a31	259.33	38.8	444.8
14657	a31	305.43	38.61	462.87
14657	a31	311.3	38.61	471.03
14654	a31	306.45	38.61	424.61
14654	a31	314.54	38.61	415.37
14656	a31	365.45	25.61	484.39
14656	a31	367.06	25.61	479.23
14656	a31	370.3	25.61	477.03
14656	a31	370.94	25.61	485.08
14656	a31	374.18	25.61	482.88
14656	a31	399.93	25.61	484.78
14656	a31	404	25.61	488.1
14656	a31	409.42	25.61	487.06
14656	a31	406.43	25.61	478.71
14656	a31	410.5	25.61	482.02
14657	a31	381.79	25.6	428.94
14654	a31	380.74	25.6	418.73
14657	a31	401.65	25.6	451.98
14654	a31	400.67	25.6	436.3
14657	a31	476.61	52.99	338.82
14654	a31	460.2	52.99	349.42
14654	a31	460.1	52.99	325.25
14654	a31	439.43	52.99	349.32
14654	a31	439.33	52.99	325.15
14657	a31	426.3	52.99	340.7
14655	a31	388.81	52.97	331.36
14654	a31	373.2	52.97	336.96
15658	a31	366.46	52.97	326.39
14654	a31	372.39	52.97	317.08
14654	a31	375.26	39.21	269
14654	a31	397.52	39.21	299.08
14654	a31	423.13	39.21	244.74
14654	a31	416.74	39.21	288.86
14654	a31	428.51	39.21	259.54
14654	a31	464.08	39.21	298.98
14654	a31	468.74	39.21	270.42
14653	a31	140.07	53.37	346
12319	a31	90.39	53.17	427.84
15669	a31	90.29	53.06	427.74
12319	a31	90.29	53.17	359.7
15669	a31	90.19	53.06	359.6
12319	a31	-5.32	64.32	131.78
15669	a31	-5.42	63.32	131.68
12319	a31	59.21	54.54	134.53
15669	a31	59.11	54.03	134.43
12319	a31	70.08	43.35	45.43
15669	a31	69.98	42.25	45.33
12319	a31	99.62	37.62	27.81
15669	a31	99.52	36.54	27.71
12319	a31	133.4	34.33	44.85
15669	a31	133.3	33.8	44.75
14653	a31	55.12	39.19	281.91
14653	a31	133.7	39.19	267.67
14652	a31	92.18	52.89	225.98
14650	a31	92.22	52.89	234.59
14650	a31	100.52	52.89	227.61
14651	a31	49.57	52.89	178.84
14650	a31	39.33	52.89	175.75
14650	a31	47.62	52.89	168.77
14653	a31	-69.69	48.85	180.29
14653	a31	-65.39	48.85	221.79
14652	a31	-77.66	48.77	53.35
14651	a31	-74.13	48.77	121.28
14652	a31	-11.02	55.94	79.48
14650	a31	-4.38	55.94	71.3
14650	a31	-17.38	55.94	71.2
14651	a31	64.05	43.79	79.57
14650	a31	69.57	43.79	71.35
14650	a31	58.41	43.79	71.25
14649	a31	145.74	32.44	83.56
14649	a31	145.64	32.44	100.2
14647	a31	370.2	25.61	476.93
14647	a31	374.08	25.61	482.78
14647	a31	406.33	25.61	478.61
14647	a31	399.83	25.61	484.68
14648	a31	426.2	52.99	340.6
15657	a31	366.36	52.97	326.29
14645	a31	428.41	39.21	259.44
14645	a31	416.64	39.21	288.76
14649	a31	377.66	40.26	84.19
14649	a31	360.94	40.26	128.17
14649	a31	347.31	40.26	120.07
14649	a31	315.47	40.26	126.19
14649	a31	289.8	40.26	105.52
14649	a31	279.35	40.26	105.62
14649	a31	206.33	40.26	110.43
14648	a31	230.93	40.26	129.5
14648	a31	241.17	40.26	129.4
14618	a31	177.72	52.96	436.7
14618	a31	189.66	52.96	436.6
14645	a31	228.31	38.8	405.27
14645	a31	240.62	38.8	405.34
14648	a31	247.21	38.8	444.69
14648	a31	259.23	38.8	444.7
14645	a31	306.35	38.61	424.51
14645	a31	314.44	38.61	415.27
14648	a31	305.33	38.61	462.77
14648	a31	311.2	38.61	470.93
14647	a31	365.35	25.61	484.29
14647	a31	366.96	25.61	479.13
14647	a31	370.84	25.61	484.98
14647	a31	403.9	25.61	488
14647	a31	409.32	25.61	486.96
14647	a31	410.4	25.61	481.92
14648	a31	381.69	25.6	428.84
14645	a31	380.64	25.6	418.63
14648	a31	401.55	25.6	451.88
14645	a31	400.57	25.6	436.2
14648	a31	476.51	52.99	338.72
14645	a31	439.33	52.99	349.22
14645	a31	460.1	52.99	349.32
14645	a31	460	52.99	325.15
14645	a31	439.23	52.99	325.05
14646	a31	388.71	52.97	331.26
14645	a31	373.1	52.97	336.86
14645	a31	372.29	52.97	316.98
14645	a31	375.16	39.21	268.9
14645	a31	397.42	39.21	298.98
14645	a31	423.03	39.21	244.64
14645	a31	463.98	39.21	298.88
14645	a31	468.64	39.21	270.32
14641	a31	466.74	31.68	136.41
14641	a31	466.84	31.68	126.33
14640	a31	466.69	31.68	100.9
14641	a31	423.28	31.68	136.51
14641	a31	423.38	31.68	126.43
14640	a31	423.42	31.68	90.77
14640	a31	377.66	40.26	84.19
14640	a31	360.94	40.26	128.17
14640	a31	347.31	40.26	120.07
14640	a31	315.47	40.26	126.19
14640	a31	289.8	40.26	105.52
14640	a31	279.35	40.26	105.62
14639	a31	241.17	40.26	129.4
14639	a31	230.93	40.26	129.5
14640	a31	206.33	40.26	110.43
14618	a31	177.72	52.96	436.7
14618	a31	189.66	52.96	436.6
14636	a31	228.31	38.8	405.27
14636	a31	240.62	38.8	405.34
14639	a31	247.21	38.8	444.69
14639	a31	259.23	38.8	444.7
14639	a31	305.33	38.61	462.77
14639	a31	311.2	38.61	470.93
14636	a31	306.35	38.61	424.51
14636	a31	314.44	38.61	415.27
14638	a31	365.35	25.61	484.29
14638	a31	371.15	25.61	475.24
14638	a31	374.77	25.61	487.8
14638	a31	399.9	25.61	483.46
14638	a31	409.32	25.61	486.96
14638	a31	406.85	25.61	476.32
14639	a31	401.55	25.6	451.88
14636	a31	400.57	25.6	436.2
14639	a31	381.69	25.6	428.84
14636	a31	380.64	25.6	418.63
14639	a31	476.51	52.99	338.72
14636	a31	460.1	52.99	349.32
14636	a31	460	52.99	325.15
14636	a31	439.33	52.99	349.22
14636	a31	439.23	52.99	325.05
14637	a31	388.71	52.97	331.26
14636	a31	372.29	52.97	323.25
14636	a31	373.1	52.97	343.14
14636	a31	463.98	39.21	298.88
14636	a31	468.64	39.21	270.32
14636	a31	397.42	39.21	298.98
14636	a31	375.16	39.21	268.9
14636	a31	423.03	39.21	244.64
14632	a31	466.74	31.68	136.41
14632	a31	466.84	31.68	126.33
14632	a31	423.28	31.68	136.51
14632	a31	423.38	31.68	126.43
14631	a31	466.69	31.68	100.9
14631	a31	423.42	31.68	90.77
14631	a31	377.66	40.26	84.19
14631	a31	360.94	40.26	128.17
14631	a31	347.31	40.26	120.07
14631	a31	315.47	40.26	126.19
14631	a31	289.8	40.26	105.52
14631	a31	279.35	40.26	105.62
